Bmo_Pep Pra_Pep Bmo_Nscaff Bmo_Nscaff_Pep_Start Bmo_Nscaff_Pep_End Bmo_Chrom Bmo_Nscaf_Order_within_Chrom
BGIBMGA008996-PA pra1122.11 nscaf2930 2832248 2836284 3 3.5
BGIBMGA008996-PA pra70.2 nscaf2930 2832248 2836284 3 3.5
BGIBMGA008997-PA pra1122.8 nscaf2930 3243325 3253900 3 3.5
BGIBMGA008998-PA pra1122.7 nscaf2930 3258172 3260605 3 3.5
BGIBMGA008999-PA pra1122.12 nscaf2930 3298388 3308588 3 3.5
BGIBMGA008999-PA pra1122.6 nscaf2930 3298388 3308588 3 3.5
BGIBMGA009000-PA pra1122.4 nscaf2930 3323434 3342136 3 3.5
BGIBMGA009001-PA pra1122.3 nscaf2930 3347885 3349165 3 3.5
BGIBMGA009002-PA pra1122.1 nscaf2930 3384220 3386082 3 3.5
BGIBMGA009003-PA pra11.1 nscaf2930 3446818 3468207 3 3.5
BGIBMGA009004-PA pra11.7 nscaf2930 3623414 3627107 3 3.5
BGIBMGA009005-PA pra11.9 nscaf2930 3650499 3657155 3 3.5
BGIBMGA009006-PA pra41573.1 nscaf2930 3664390 3665518 3 3.5
BGIBMGA009007-PA pra11.11 nscaf2930 3686128 3704250 3 3.5
BGIBMGA009009-PA pra2305.20 nscaf2930 3752548 3758459 3 3.5
BGIBMGA009010-PA pra71.3 nscaf2930 3800536 3802296 3 3.5
BGIBMGA009012-PA pra4819.1 nscaf2930 4047513 4048863 3 3.5
BGIBMGA009013-PA pra4819.2 nscaf2930 4053239 4054204 3 3.5
BGIBMGA009014-PA pra4819.5 nscaf2930 4099809 4104824 3 3.5
BGIBMGA009014-PA pra614.1 nscaf2930 4099809 4104824 3 3.5
BGIBMGA009017-PA pra614.8 nscaf2930 4300355 4308172 3 3.5
BGIBMGA009018-PA pra614.13 nscaf2930 4428180 4438103 3 3.5
BGIBMGA009019-PA pra614.17 nscaf2930 4471956 4482326 3 3.5
BGIBMGA009020-PA pra38514.1 nscaf2930 4490360 4494098 3 3.5
BGIBMGA009020-PA pra614.18 nscaf2930 4490360 4494098 3 3.5
BGIBMGA009021-PA pra614.20 nscaf2930 4504317 4506960 3 3.5
BGIBMGA009022-PA pra614.23 nscaf2930 4528095 4528854 3 3.5
BGIBMGA009023-PA pra668.1 nscaf2930 4540585 4543860 3 3.5
BGIBMGA009024-PA pra668.2 nscaf2930 4556024 4558435 3 3.5
BGIBMGA009025-PA pra668.7 nscaf2930 4648735 4657570 3 3.5
BGIBMGA009025-PA pra668.8 nscaf2930 4648735 4657570 3 3.5
BGIBMGA009028-PA pra668.10 nscaf2930 4749873 4754183 3 3.5
BGIBMGA009032-PA pra7595.2 nscaf2930 5847524 5847709 3 3.5
BGIBMGA009033-PA pra7.15 nscaf2930 5913403 5914185 3 3.5
BGIBMGA009034-PA pra409.19 nscaf2930 5947338 5948231 3 3.5
BGIBMGA009034-PA pra430.81 nscaf2930 5947338 5948231 3 3.5
BGIBMGA009035-PA pra291.9 nscaf2930 6101924 6103350 3 3.5
BGIBMGA009037-PA pra291.7 nscaf2930 6142227 6153695 3 3.5
BGIBMGA009041-PA pra280.2 nscaf2931 2058747 2059304 3 3.6
BGIBMGA009042-PA pra280.4 nscaf2931 1907476 1914305 3 3.6
BGIBMGA009043-PA pra280.5 nscaf2931 1893424 1902436 3 3.6
BGIBMGA009044-PA pra280.7 nscaf2931 1878479 1886356 3 3.6
BGIBMGA009045-PA pra1284.9 nscaf2931 1813924 1822236 3 3.6
BGIBMGA009046-PA pra1284.7 nscaf2931 1803308 1803964 3 3.6
BGIBMGA009047-PA pra1284.6 nscaf2931 1782179 1783723 3 3.6
BGIBMGA009047-PA pra41352.1 nscaf2931 1782179 1783723 3 3.6
BGIBMGA009048-PA pra1284.4 nscaf2931 1765937 1766833 3 3.6
BGIBMGA009049-PA pra1284.1 nscaf2931 1702695 1726993 3 3.6
BGIBMGA009049-PA pra220.1 nscaf2931 1702695 1726993 3 3.6
BGIBMGA009049-PA pra82.67 nscaf2931 1702695 1726993 3 3.6
BGIBMGA009050-PA pra220.2 nscaf2931 1670764 1679553 3 3.6
BGIBMGA009051-PA pra220.3 nscaf2931 1665964 1668132 3 3.6
BGIBMGA009052-PA pra220.4 nscaf2931 1661200 1663230 3 3.6
BGIBMGA009053-PA pra220.5 nscaf2931 1567142 1581963 3 3.6
BGIBMGA009054-PA pra1233.3 nscaf2931 1497617 1503830 3 3.6
BGIBMGA009054-PA pra220.7 nscaf2931 1497617 1503830 3 3.6
BGIBMGA009054-PA pra31965.1 nscaf2931 1497617 1503830 3 3.6
BGIBMGA009055-PA pra41289.15 nscaf2931 1459558 1465294 3 3.6
BGIBMGA009055-PA pra64.81 nscaf2931 1459558 1465294 3 3.6
BGIBMGA009056-PA pra220.11 nscaf2931 1430055 1431669 3 3.6
BGIBMGA009057-PA pra220.13 nscaf2931 1418675 1423831 3 3.6
BGIBMGA009059-PA pra220.14 nscaf2931 1393248 1407884 3 3.6
BGIBMGA009059-PA pra220.17 nscaf2931 1393248 1407884 3 3.6
BGIBMGA009061-PA pra220.22 nscaf2931 1278234 1280104 3 3.6
BGIBMGA009062-PA pra220.23 nscaf2931 1265776 1275276 3 3.6
BGIBMGA009063-PA pra220.27 nscaf2931 1181113 1182838 3 3.6
BGIBMGA009064-PA pra220.28 nscaf2931 1175139 1179569 3 3.6
BGIBMGA009065-PA pra220.29 nscaf2931 1163472 1168165 3 3.6
BGIBMGA009067-PA pra220.30 nscaf2931 1126146 1127606 3 3.6
BGIBMGA009067-PA pra220.31 nscaf2931 1126146 1127606 3 3.6
BGIBMGA009069-PA pra220.33 nscaf2931 1093987 1101239 3 3.6
BGIBMGA009071-PA pra220.34 nscaf2931 1009177 1014212 3 3.6
BGIBMGA009074-PA pra220.69 nscaf2931 719960 721376 3 3.6
BGIBMGA009075-PA pra220.38 nscaf2931 551264 552975 3 3.6
BGIBMGA009079-PA pra220.40 nscaf2931 319605 322839 3 3.6
BGIBMGA009081-PA pra220.42 nscaf2931 169158 174277 3 3.6
BGIBMGA009082-PA pra220.43 nscaf2931 88254 88895 3 3.6
BGIBMGA009085-PA pra220.45 nscaf2931 46818 52057 3 3.6
BGIBMGA009088-PA pra220.39 nscaf2931 546395 549428 3 3.6
BGIBMGA009090-PA pra220.37 nscaf2931 846874 852384 3 3.6
BGIBMGA009097-PA pra220.35 nscaf2931 982059 991208 3 3.6
BGIBMGA009099-PA pra220.32 nscaf2931 1109065 1114933 3 3.6
BGIBMGA009100-PA pra220.26 nscaf2931 1207086 1208209 3 3.6
BGIBMGA009101-PA pra220.25 nscaf2931 1217210 1224911 3 3.6
BGIBMGA009102-PA pra220.24 nscaf2931 1246308 1247816 3 3.6
BGIBMGA009103-PA pra220.21 nscaf2931 1281684 1289685 3 3.6
BGIBMGA009104-PA pra220.19 nscaf2931 1378353 1379153 3 3.6
BGIBMGA009105-PA pra14549.1 nscaf2931 1384290 1387728 3 3.6
BGIBMGA009105-PA pra220.18 nscaf2931 1384290 1387728 3 3.6
BGIBMGA009107-PA pra220.10 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009107-PA pra220.15 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009107-PA pra220.16 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009107-PA pra220.66 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009107-PA pra220.67 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009107-PA pra220.8 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009107-PA pra220.9 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009107-PA pra4894.1 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009107-PA pra81.15 nscaf2931 1449104 1456301 3 3.6
BGIBMGA009109-PA pra220.6 nscaf2931 1546517 1554765 3 3.6
BGIBMGA009111-PA pra1284.3 nscaf2931 1763548 1764453 3 3.6
BGIBMGA009112-PA pra1284.5 nscaf2931 1769270 1780291 3 3.6
BGIBMGA009113-PA pra1284.8 nscaf2931 1811590 1812233 3 3.6
BGIBMGA009114-PA pra280.8 nscaf2931 1864249 1864956 3 3.6
BGIBMGA009115-PA pra280.6 nscaf2931 1888177 1889604 3 3.6
BGIBMGA009116-PA pra280.3 nscaf2931 2047429 2051815 3 3.6
BGIBMGA009118-PA pra426.33 nscaf2937 1415558 1418075 20 20.8
BGIBMGA009119-PA pra426.35 nscaf2937 1405512 1407203 20 20.8
BGIBMGA009120-PA pra426.64 nscaf2937 1326707 1331684 20 20.8
BGIBMGA009121-PA pra426.38 nscaf2937 1303145 1319416 20 20.8
BGIBMGA009122-PA pra426.63 nscaf2937 1222780 1232254 20 20.8
BGIBMGA009125-PA pra426.60 nscaf2937 1084314 1086309 20 20.8
BGIBMGA009127-PA pra426.58 nscaf2937 1023554 1029153 20 20.8
BGIBMGA009128-PA pra360.14 nscaf2937 1011253 1013108 20 20.8
BGIBMGA009129-PA pra426.56 nscaf2937 994831 997070 20 20.8
BGIBMGA009130-PA pra426.55 nscaf2937 990179 993339 20 20.8
BGIBMGA009132-PA pra406.24 nscaf2937 920854 926091 20 20.8
BGIBMGA009132-PA pra426.53 nscaf2937 920854 926091 20 20.8
BGIBMGA009132-PA pra426.54 nscaf2937 920854 926091 20 20.8
BGIBMGA009133-PA pra426.48 nscaf2937 851216 852355 20 20.8
BGIBMGA009134-PA pra426.47 nscaf2937 830498 841334 20 20.8
BGIBMGA009135-PA pra426.44 nscaf2937 810413 814709 20 20.8
BGIBMGA009136-PA pra426.65 nscaf2937 449102 451607 20 20.8
BGIBMGA009137-PA pra426.66 nscaf2937 398697 441586 20 20.8
BGIBMGA009137-PA pra426.73 nscaf2937 398697 441586 20 20.8
BGIBMGA009138-PA pra426.67 nscaf2937 374810 387084 20 20.8
BGIBMGA009138-PA pra426.69 nscaf2937 374810 387084 20 20.8
BGIBMGA009139-PA pra426.71 nscaf2937 327740 343618 20 20.8
BGIBMGA009144-PA pra426.70 nscaf2937 369185 373778 20 20.8
BGIBMGA009149-PA pra426.42 nscaf2937 621070 653151 20 20.8
BGIBMGA009151-PA pra426.43 nscaf2937 789403 802065 20 20.8
BGIBMGA009152-PA pra426.45 nscaf2937 818408 826250 20 20.8
BGIBMGA009153-PA pra426.46 nscaf2937 845726 850176 20 20.8
BGIBMGA009154-PA pra426.49 nscaf2937 913570 915576 20 20.8
BGIBMGA009155-PA pra426.57 nscaf2937 997250 997759 20 20.8
BGIBMGA009157-PA pra426.59 nscaf2937 1081462 1082485 20 20.8
BGIBMGA009158-PA pra426.61 nscaf2937 1192956 1198989 20 20.8
BGIBMGA009159-PA pra426.62 nscaf2937 1218649 1221833 20 20.8
BGIBMGA009164-PA pra426.36 nscaf2937 1396803 1401488 20 20.8
BGIBMGA009165-PA pra426.34 nscaf2937 1408574 1411528 20 20.8
BGIBMGA009166-PA pra426.32 nscaf2937 1421393 1422112 20 20.8
BGIBMGA009167-PA pra426.31 nscaf2937 1429319 1435965 20 20.8
BGIBMGA009167-PA pra653.15 nscaf2937 1429319 1435965 20 20.8
BGIBMGA009168-PA pra426.29 nscaf2937 1438803 1453085 20 20.8
BGIBMGA009168-PA pra426.30 nscaf2937 1438803 1453085 20 20.8
BGIBMGA009170-PA pra426.20 nscaf2938 341862 345192 20 20.9
BGIBMGA009172-PA pra12979.1 nscaf2938 263586 317197 20 20.9
BGIBMGA009172-PA pra2506.1 nscaf2938 263586 317197 20 20.9
BGIBMGA009172-PA pra426.22 nscaf2938 263586 317197 20 20.9
BGIBMGA009172-PA pra95.49 nscaf2938 263586 317197 20 20.9
BGIBMGA009175-PA pra426.24 nscaf2938 217018 222467 20 20.9
BGIBMGA009176-PA pra426.26 nscaf2938 59865 62098 20 20.9
BGIBMGA009177-PA pra426.27 nscaf2938 31722 47938 20 20.9
BGIBMGA009178-PA pra426.28 nscaf2938 16773 21818 20 20.9
BGIBMGA009179-PA pra426.25 nscaf2938 116922 118211 20 20.9
BGIBMGA009181-PA pra426.23 nscaf2938 253473 262673 20 20.9
BGIBMGA009182-PA pra426.21 nscaf2938 339250 340813 20 20.9
BGIBMGA009182-PA pra63.12 nscaf2938 339250 340813 20 20.9
BGIBMGA009183-PA pra426.19 nscaf2938 349125 349765 20 20.9
BGIBMGA009184-PA pra426.14 nscaf2938 354195 371013 20 20.9
BGIBMGA009184-PA pra426.15 nscaf2938 354195 371013 20 20.9
BGIBMGA009185-PA pra562.4 nscaf2939 92932 99335 U NA
BGIBMGA009186-PA pra562.9 nscaf2939 71676 72484 U NA
BGIBMGA009187-PA pra562.6 nscaf2939 37889 47847 U NA
BGIBMGA009188-PA pra562.11 nscaf2939 17055 31291 U NA
BGIBMGA009189-PA pra562.7 nscaf2939 34978 35491 U NA
BGIBMGA009190-PA pra562.8 nscaf2939 58794 66487 U NA
BGIBMGA009191-PA pra562.5 nscaf2939 76643 89763 U NA
BGIBMGA009193-PA pra562.3 nscaf2939 117185 122033 U NA
BGIBMGA009196-PA pra562.1 nscaf2940 120567 124848 U NA
BGIBMGA009197-PA pra562.29 nscaf2940 100424 110154 U NA
BGIBMGA009199-PA pra562.23 nscaf2940 35696 38513 U NA
BGIBMGA009202-PA pra182.17 nscaf2940 91194 98117 U NA
BGIBMGA009202-PA pra562.24 nscaf2940 91194 98117 U NA
BGIBMGA009202-PA pra562.25 nscaf2940 91194 98117 U NA
BGIBMGA009202-PA pra562.26 nscaf2940 91194 98117 U NA
BGIBMGA009202-PA pra562.27 nscaf2940 91194 98117 U NA
BGIBMGA009202-PA pra562.28 nscaf2940 91194 98117 U NA
BGIBMGA009204-PA pra45.40 nscaf2943 3817052 3819775 14 14.3
BGIBMGA009206-PA pra45.36 nscaf2943 3423209 3424093 14 14.3
BGIBMGA009207-PA pra45.34 nscaf2943 3313887 3332800 14 14.3
BGIBMGA009208-PA pra45.31 nscaf2943 2950217 2950636 14 14.3
BGIBMGA009209-PA pra195.85 nscaf2943 2927065 2935343 14 14.3
BGIBMGA009209-PA pra45.29 nscaf2943 2927065 2935343 14 14.3
BGIBMGA009209-PA pra45.39 nscaf2943 2927065 2935343 14 14.3
BGIBMGA009210-PA pra45.23 nscaf2943 2689428 2692093 14 14.3
BGIBMGA009212-PA pra45.21 nscaf2943 2513980 2518894 14 14.3
BGIBMGA009216-PA pra488.10 nscaf2943 2321017 2328155 14 14.3
BGIBMGA009220-PA pra488.8 nscaf2943 2251362 2258956 14 14.3
BGIBMGA009221-PA pra488.6 nscaf2943 2225105 2229247 14 14.3
BGIBMGA009223-PA pra488.5 nscaf2943 2181634 2204174 14 14.3
BGIBMGA009225-PA pra488.3 nscaf2943 2098378 2122462 14 14.3
BGIBMGA009226-PA pra193.11 nscaf2943 1942316 1944995 14 14.3
BGIBMGA009227-PA pra193.10 nscaf2943 1908276 1908569 14 14.3
BGIBMGA009228-PA pra193.8 nscaf2943 1796515 1803771 14 14.3
BGIBMGA009230-PA pra193.4 nscaf2943 1775657 1778622 14 14.3
BGIBMGA009232-PA pra193.5 nscaf2943 1758813 1763856 14 14.3
BGIBMGA009233-PA pra193.3 nscaf2943 1710563 1724301 14 14.3
BGIBMGA009234-PA pra235.4 nscaf2943 1556802 1561768 14 14.3
BGIBMGA009235-PA pra235.5 nscaf2943 1551433 1553772 14 14.3
BGIBMGA009236-PA pra235.10 nscaf2943 1295374 1306078 14 14.3
BGIBMGA009237-PA pra235.13 nscaf2943 1127301 1127767 14 14.3
BGIBMGA009238-PA pra235.15 nscaf2943 941686 952024 14 14.3
BGIBMGA009239-PA pra251.41 nscaf2943 927136 931226 14 14.3
BGIBMGA009240-PA pra251.39 nscaf2943 911021 919850 14 14.3
BGIBMGA009241-PA pra251.37 nscaf2943 814673 823417 14 14.3
BGIBMGA009242-PA pra251.34 nscaf2943 787556 790319 14 14.3
BGIBMGA009242-PA pra251.35 nscaf2943 787556 790319 14 14.3
BGIBMGA009243-PA pra1531.21 nscaf2943 745727 748962 14 14.3
BGIBMGA009243-PA pra1531.23 nscaf2943 745727 748962 14 14.3
BGIBMGA009243-PA pra238.23 nscaf2943 745727 748962 14 14.3
BGIBMGA009243-PA pra251.30 nscaf2943 745727 748962 14 14.3
BGIBMGA009243-PA pra251.33 nscaf2943 745727 748962 14 14.3
BGIBMGA009243-PA pra38.52 nscaf2943 745727 748962 14 14.3
BGIBMGA009243-PA pra420.27 nscaf2943 745727 748962 14 14.3
BGIBMGA009245-PA pra251.32 nscaf2943 517522 531234 14 14.3
BGIBMGA009246-PA pra251.29 nscaf2943 439290 441076 14 14.3
BGIBMGA009246-PA pra251.31 nscaf2943 439290 441076 14 14.3
BGIBMGA009247-PA pra251.28 nscaf2943 392432 395203 14 14.3
BGIBMGA009248-PA pra251.27 nscaf2943 376131 383456 14 14.3
BGIBMGA009249-PA pra251.24 nscaf2943 350686 355198 14 14.3
BGIBMGA009250-PA pra360.2 nscaf2943 275519 277741 14 14.3
BGIBMGA009251-PA pra873.2 nscaf2943 104361 119408 14 14.3
BGIBMGA009255-PA pra251.21 nscaf2943 334403 339337 14 14.3
BGIBMGA009256-PA pra251.22 nscaf2943 345380 346197 14 14.3
BGIBMGA009257-PA pra251.25 nscaf2943 363083 368449 14 14.3
BGIBMGA009262-PA pra251.36 nscaf2943 808838 811247 14 14.3
BGIBMGA009263-PA pra251.38 nscaf2943 905054 908347 14 14.3
BGIBMGA009264-PA pra251.40 nscaf2943 923913 924272 14 14.3
BGIBMGA009265-PA pra251.42 nscaf2943 932163 936993 14 14.3
BGIBMGA009267-PA pra235.14 nscaf2943 1057087 1077624 14 14.3
BGIBMGA009269-PA pra235.16 nscaf2943 1377742 1396051 14 14.3
BGIBMGA009269-PA pra235.9 nscaf2943 1377742 1396051 14 14.3
BGIBMGA009270-PA pra235.7 nscaf2943 1546405 1547121 14 14.3
BGIBMGA009271-PA pra235.3 nscaf2943 1588030 1589173 14 14.3
BGIBMGA009272-PA pra193.1 nscaf2943 1641398 1666885 14 14.3
BGIBMGA009272-PA pra235.1 nscaf2943 1641398 1666885 14 14.3
BGIBMGA009273-PA pra193.2 nscaf2943 1674978 1686727 14 14.3
BGIBMGA009274-PA pra193.13 nscaf2943 1687108 1688394 14 14.3
BGIBMGA009276-PA pra193.6 nscaf2943 1741136 1757256 14 14.3
BGIBMGA009277-PA pra193.7 nscaf2943 1791934 1793607 14 14.3
BGIBMGA009279-PA pra193.12 nscaf2943 1946301 1977347 14 14.3
BGIBMGA009279-PA pra488.1 nscaf2943 1946301 1977347 14 14.3
BGIBMGA009282-PA pra488.2 nscaf2943 2080625 2093161 14 14.3
BGIBMGA009285-PA pra488.7 nscaf2943 2233560 2249897 14 14.3
BGIBMGA009286-PA pra488.9 nscaf2943 2307884 2316732 14 14.3
BGIBMGA009287-PA pra488.21 nscaf2943 2352163 2354364 14 14.3
BGIBMGA009288-PA pra488.11 nscaf2943 2367296 2387917 14 14.3
BGIBMGA009290-PA pra45.24 nscaf2943 2812210 2812521 14 14.3
BGIBMGA009292-PA pra45.26 nscaf2943 2834689 2836575 14 14.3
BGIBMGA009293-PA pra45.30 nscaf2943 2937095 2944401 14 14.3
BGIBMGA009295-PA pra45.32 nscaf2943 2971437 2980336 14 14.3
BGIBMGA009297-PA pra45.35 nscaf2943 3342289 3388437 14 14.3
BGIBMGA009300-PA pra45.37 nscaf2943 3656550 3665942 14 14.3
BGIBMGA009301-PA pra45.38 nscaf2943 3804759 3811375 14 14.3
BGIBMGA009306-PA pra622.21 nscaf2948 2711492 2740727 14 14.6
BGIBMGA009307-PA pra622.23 nscaf2948 2604575 2605953 14 14.6
BGIBMGA009308-PA pra33118.1 nscaf2948 2568831 2578521 14 14.6
BGIBMGA009308-PA pra622.25 nscaf2948 2568831 2578521 14 14.6
BGIBMGA009310-PA pra622.28 nscaf2948 2514397 2516334 14 14.6
BGIBMGA009311-PA pra1840.1 nscaf2948 2502344 2506170 14 14.6
BGIBMGA009312-PA pra371.3 nscaf2948 2402055 2417993 14 14.6
BGIBMGA009312-PA pra622.30 nscaf2948 2402055 2417993 14 14.6
BGIBMGA009313-PA pra41325.1 nscaf2948 2384744 2385360 14 14.6
BGIBMGA009316-PA pra119.1 nscaf2948 2098267 2122986 14 14.6
BGIBMGA009316-PA pra7272.1 nscaf2948 2098267 2122986 14 14.6
BGIBMGA009317-PA pra371.1 nscaf2948 1822476 1835290 14 14.6
BGIBMGA009319-PA pra371.2 nscaf2948 1808926 1812355 14 14.6
BGIBMGA009321-PA pra622.17 nscaf2948 1786724 1789735 14 14.6
BGIBMGA009322-PA pra622.15 nscaf2948 1752469 1756298 14 14.6
BGIBMGA009323-PA pra622.13 nscaf2948 1725905 1733662 14 14.6
BGIBMGA009324-PA pra622.12 nscaf2948 1653671 1657027 14 14.6
BGIBMGA009325-PA pra622.11 nscaf2948 1564769 1575031 14 14.6
BGIBMGA009327-PA pra622.10 nscaf2948 1497669 1505822 14 14.6
BGIBMGA009329-PA pra622.6 nscaf2948 1469835 1470992 14 14.6
BGIBMGA009332-PA pra622.5 nscaf2948 1313977 1320794 14 14.6
BGIBMGA009333-PA pra622.3 nscaf2948 1238452 1246683 14 14.6
BGIBMGA009333-PA pra622.4 nscaf2948 1238452 1246683 14 14.6
BGIBMGA009335-PA pra689.1 nscaf2948 874358 876247 14 14.6
BGIBMGA009336-PA pra2390.1 nscaf2948 727397 729148 14 14.6
BGIBMGA009340-PA pra1007.20 nscaf2948 370396 371418 14 14.6
BGIBMGA009341-PA pra1007.16 nscaf2948 298000 312917 14 14.6
BGIBMGA009342-PA pra1007.14 nscaf2948 254470 262336 14 14.6
BGIBMGA009343-PA pra1007.13 nscaf2948 172790 244173 14 14.6
BGIBMGA009343-PA pra332.23 nscaf2948 172790 244173 14 14.6
BGIBMGA009343-PA pra627.17 nscaf2948 172790 244173 14 14.6
BGIBMGA009344-PA pra1007.10 nscaf2948 149977 164601 14 14.6
BGIBMGA009344-PA pra1007.9 nscaf2948 149977 164601 14 14.6
BGIBMGA009345-PA pra1007.6 nscaf2948 78356 99187 14 14.6
BGIBMGA009345-PA pra111.84 nscaf2948 78356 99187 14 14.6
BGIBMGA009346-PA pra15184.1 nscaf2948 55644 57240 14 14.6
BGIBMGA009347-PA pra1239.1 nscaf2948 33879 34454 14 14.6
BGIBMGA009347-PA pra24783.1 nscaf2948 33879 34454 14 14.6
BGIBMGA009350-PA pra169.2 nscaf2948 53753 54757 14 14.6
BGIBMGA009350-PA pra2.37 nscaf2948 53753 54757 14 14.6
BGIBMGA009350-PA pra5163.1 nscaf2948 53753 54757 14 14.6
BGIBMGA009350-PA pra73.44 nscaf2948 53753 54757 14 14.6
BGIBMGA009351-PA pra8901.1 nscaf2948 58870 59532 14 14.6
BGIBMGA009352-PA pra1007.3 nscaf2948 71230 71862 14 14.6
BGIBMGA009352-PA pra488.12 nscaf2948 71230 71862 14 14.6
BGIBMGA009353-PA pra1007.7 nscaf2948 137531 141876 14 14.6
BGIBMGA009355-PA pra1007.8 nscaf2948 146452 147708 14 14.6
BGIBMGA009356-PA pra1007.11 nscaf2948 166970 168835 14 14.6
BGIBMGA009357-PA pra1007.15 nscaf2948 263376 274571 14 14.6
BGIBMGA009359-PA pra1007.17 nscaf2948 344643 367127 14 14.6
BGIBMGA009359-PA pra1007.18 nscaf2948 344643 367127 14 14.6
BGIBMGA009359-PA pra23.3 nscaf2948 344643 367127 14 14.6
BGIBMGA009360-PA pra1007.19 nscaf2948 368751 369351 14 14.6
BGIBMGA009361-PA pra1007.21 nscaf2948 375051 380797 14 14.6
BGIBMGA009362-PA pra1007.22 nscaf2948 388382 409197 14 14.6
BGIBMGA009363-PA pra1162.1 nscaf2948 439942 440811 14 14.6
BGIBMGA009366-PA pra689.2 nscaf2948 853164 856425 14 14.6
BGIBMGA009367-PA pra622.2 nscaf2948 1189448 1215540 14 14.6
BGIBMGA009368-PA pra622.7 nscaf2948 1475366 1485459 14 14.6
BGIBMGA009368-PA pra622.8 nscaf2948 1475366 1485459 14 14.6
BGIBMGA009369-PA pra622.9 nscaf2948 1486519 1491832 14 14.6
BGIBMGA009370-PA pra136.82 nscaf2948 1718561 1721647 14 14.6
BGIBMGA009370-PA pra622.31 nscaf2948 1718561 1721647 14 14.6
BGIBMGA009371-PA pra622.14 nscaf2948 1738769 1750923 14 14.6
BGIBMGA009372-PA pra622.16 nscaf2948 1765144 1780796 14 14.6
BGIBMGA009373-PA pra3569.1 nscaf2948 1781370 1784640 14 14.6
BGIBMGA009374-PA pra622.18 nscaf2948 1794195 1795091 14 14.6
BGIBMGA009376-PA pra121.2 nscaf2948 1917314 1919950 14 14.6
BGIBMGA009377-PA pra121.1 nscaf2948 1966849 1967946 14 14.6
BGIBMGA009380-PA pra41325.2 nscaf2948 2387983 2394967 14 14.6
BGIBMGA009381-PA pra105.21 nscaf2948 2492642 2495608 14 14.6
BGIBMGA009382-PA pra622.29 nscaf2948 2506974 2513635 14 14.6
BGIBMGA009383-PA pra622.26 nscaf2948 2562918 2567615 14 14.6
BGIBMGA009384-PA pra5937.1 nscaf2948 2591404 2601492 14 14.6
BGIBMGA009384-PA pra622.24 nscaf2948 2591404 2601492 14 14.6
BGIBMGA009393-PA pra512.2 nscaf2951 871868 884756 14 14.4
BGIBMGA009396-PA pra512.7 nscaf2951 748100 764398 14 14.4
BGIBMGA009397-PA pra512.9 nscaf2951 719392 722186 14 14.4
BGIBMGA009398-PA pra512.11 nscaf2951 698047 708682 14 14.4
BGIBMGA009400-PA pra512.13 nscaf2951 600891 603279 14 14.4
BGIBMGA009401-PA pra474.1 nscaf2951 573106 587267 14 14.4
BGIBMGA009402-PA pra34843.1 nscaf2951 502607 528511 14 14.4
BGIBMGA009402-PA pra474.2 nscaf2951 502607 528511 14 14.4
BGIBMGA009403-PA pra474.3 nscaf2951 483053 496948 14 14.4
BGIBMGA009405-PA pra474.5 nscaf2951 384363 386527 14 14.4
BGIBMGA009406-PA pra149.85 nscaf2951 346391 347104 14 14.4
BGIBMGA009407-PA pra474.7 nscaf2951 322011 330885 14 14.4
BGIBMGA009408-PA pra474.9 nscaf2951 304448 313352 14 14.4
BGIBMGA009409-PA pra430.80 nscaf2951 100273 115238 14 14.4
BGIBMGA009410-PA pra474.8 nscaf2951 314580 317403 14 14.4
BGIBMGA009411-PA pra474.6 nscaf2951 376835 380967 14 14.4
BGIBMGA009412-PA pra136.7 nscaf2951 465380 467971 14 14.4
BGIBMGA009413-PA pra474.4 nscaf2951 475584 476705 14 14.4
BGIBMGA009415-PA pra512.12 nscaf2951 686667 695171 14 14.4
BGIBMGA009416-PA pra512.10 nscaf2951 710341 718654 14 14.4
BGIBMGA009417-PA pra512.8 nscaf2951 725715 744980 14 14.4
BGIBMGA009418-PA pra512.6 nscaf2951 771824 772984 14 14.4
BGIBMGA009419-PA pra512.5 nscaf2951 795898 803589 14 14.4
BGIBMGA009420-PA pra512.4 nscaf2951 805597 820589 14 14.4
BGIBMGA009421-PA pra512.3 nscaf2951 823935 829715 14 14.4
BGIBMGA009425-PA pra1007.1 nscaf2951 1524204 1526741 14 14.4
BGIBMGA009425-PA pra1007.24 nscaf2951 1524204 1526741 14 14.4
BGIBMGA009428-PA pra1007.2 nscaf2952 26684 32969 U NA
BGIBMGA009430-PA pra568.18 nscaf2952 79248 82338 U NA
BGIBMGA009432-PA pra249.14 nscaf2953 3604850 3620184 14 14.2
BGIBMGA009434-PA pra249.10 nscaf2953 3507498 3508703 14 14.2
BGIBMGA009435-PA pra330.14 nscaf2953 3434689 3438938 14 14.2
BGIBMGA009437-PA pra249.9 nscaf2953 3365214 3376469 14 14.2
BGIBMGA009439-PA pra249.6 nscaf2953 2582422 2598863 14 14.2
